source,target,date,month
Faye Forrester,Getting to the 'Go-To' bank,2013.04.01,5
Faye Forrester,ThinkSmart,2013.04.01,5
Faye Forrester,Jake Cummins,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Jake Cummins,2013.04.01,5
Faye Forrester,link,2013.04.01,5
Matt Musgrove,DigitalEagles,2013.04.01,5
Matt Musgrove,xpensit,2013.04.01,5
Matt Musgrove,Barclays Mobile Apps,2013.04.01,5
Matt Musgrove,MyDevice,2013.04.01,5
Matt Musgrove,MyZone Community,2013.04.01,5
Matt Musgrove,UKRBB iPad Community,2013.04.01,5
Matt Musgrove,link,2013.04.01,5
Shelley Chambers,MyZone Community,2013.04.01,5
Nat Bell,DigitalEagles,2013.04.01,5
Nicola Williams,MyZone Community,2013.04.01,5
Thomas Coughlan,DigitalEagles,2013.04.01,5
Thomas Coughlan,MyZone Community,2013.04.01,5
Michael Davison,MyZone Community,2013.04.01,5
Ian Hewitt,MyZone Community,2013.04.01,5
Lee Chawner,iPhone/iPad,2013.04.01,5
Lee Chawner,Expired 20 Feb 2013,2013.04.01,5
Sammi Joynson,MyZone Community,2013.04.01,5
Shyam Kotecha,MyZone Community,2013.04.01,5
Sue Morse,MyZone Community,2013.04.01,5
Sue Morse,something along the lines of..,2013.04.01,5
Alistair Boughton,MyZone Community,2013.04.01,5
Alistair Boughton,Android 4.1.2,2013.04.01,5
Malgorzata Lutman,DigitalEagles,2013.04.01,5
Emer Roche,DigitalEagles,2013.04.01,5
Luke Daniel-Christoforidis,MyZone Community,2013.04.01,5
Luke Daniel-Christoforidis,Lee Chawner,2013.04.01,5
Luke Daniel-Christoforidis,Lee Chawner,2013.04.01,5
Luke Daniel-Christoforidis,Stacey Stockton,2013.04.01,5
Stacey Stockton,UKRBB iPad Community,2013.04.01,5
Stacey Stockton,Stacey Stockton,2013.04.01,5
Stacey Stockton,Stacey Stockton,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Nancy Appleby,DigitalEagles,2013.04.01,5
Neil Anthony Williams,Lee Chawner,2013.04.01,5
Neil Anthony Williams,Lee Chawner,2013.04.01,5
Luke Constable,DigitalEagles,2013.04.01,5
Elizabeth Abbott,Richard Orton,2013.04.01,5
Elizabeth Abbott,Lee Chawner,2013.04.01,5
Elizabeth Abbott,MyZone Community,2013.04.01,5
Elizabeth Abbott,UKRBB iPad Community,2013.04.01,5
Elizabeth Abbott,DigitalEagles,2013.04.01,5
Elizabeth Abbott,KIT Community,2013.04.01,5
Elizabeth Abbott,Customer Response Team,2013.04.01,5
Elizabeth Abbott,Retail Lending Services,2013.04.01,5
Elizabeth Abbott,Frontline Help,2013.04.01,5
Elizabeth Abbott,MyZone Community,2013.04.01,5
Elizabeth Abbott,Richard Orton,2013.04.01,5
Elizabeth Abbott,Lee Chawner,2013.04.01,5
Neil Anthony Williams,DigitalEagles,2013.04.01,5
Neil Anthony Williams,KIT Community,2013.04.01,5
Neil Anthony Williams,UKRBB iPad Community,2013.04.01,5
Neil Anthony Williams,MyZone Community,2013.04.01,5
Neil Anthony Williams,MySite Help,2013.04.01,5
Jonathan Rose,MyZone Community,2013.04.01,5
Neil Anthony Williams,DigitalEagles,2013.04.01,5
Neil Anthony Williams,KIT Community,2013.04.01,5
Neil Anthony Williams,MyZone Community,2013.04.01,5
Neil Anthony Williams,MySite Help,2013.04.01,5
Neil Anthony Williams,UKRBB iPad Community,2013.04.01,5
Andrew Booth,stacey :',2013.04.01,5
Richard Orton,RBP,2013.04.01,5
Richard Orton,Lee Chawner,2013.04.01,5
Richard Orton,MyZone Community,2013.04.01,5
Richard Orton,UKRBB iPad Community,2013.04.01,5
Richard Orton,DigitalEagles,2013.04.01,5
Richard Orton,KIT Community,2013.04.01,5
Richard Orton,Customer Response Team,2013.04.01,5
Richard Orton,Retail Lending Services,2013.04.01,5
Richard Orton,Frontline Help,2013.04.01,5
Richard Orton,MyZone Community,2013.04.01,5
Richard Orton,Lee Chawner,2013.04.01,5
Richard Orton,MyZone Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Lee Chawner,UKRBB iPad Community,2013.04.01,5
Lee Chawner,DigitalEagles,2013.04.01,5
Lee Chawner,KIT Community,2013.04.01,5
Lee Chawner,Customer Response Team,2013.04.01,5
Lee Chawner,Retail Lending Services,2013.04.01,5
Lee Chawner,Frontline Help,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Frances Brill,MyZone Community,2013.04.01,5
Neil Anthony Williams,MyZone Community,2013.04.01,5
Jessica Potter,MyZone Community,2013.04.01,5
Jessica Potter,Jessica Potter,2013.04.01,5
Jessica Potter,UKRBB iPad Community,2013.04.01,5
Jessica Potter,Jessica Potter,2013.04.01,5
Helen Cardwell,MyZone Community,2013.04.01,5
Sarah Riches,MyZone Community,2013.04.01,5
Graham Cox,think smart,2013.04.01,5
Graham Cox,ThinkSmart,2013.04.01,5
Graham Cox,South West & South Wales Region,2013.04.01,5
Graham Cox,Team Somerset,2013.04.01,5
Graham Cox,MyZone Community,2013.04.01,5
Ian Nuttall,MyZone Community,2013.04.01,5
Ian Nuttall,i.e. iPhone and iPad,2013.04.01,5
Rhys Huitson,MyZone Community,2013.04.01,5
Rhys Huitson,Stacey Stockton,2013.04.01,5
Rhys Huitson,Stacey Stockton,2013.04.01,5
Rhys Huitson,MyZone Community,2013.04.01,5
Laura Joy,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,DigitalEagles,2013.04.01,5
Stacey Stockton,UKRBB iPad Community,2013.04.01,5
Stacey Stockton,KIT Community,2013.04.01,5
Stacey Stockton,RBP,2013.04.01,5
Stacey Stockton,Customer Response Team,2013.04.01,5
Stacey Stockton,Retail Lending Services,2013.04.01,5
Stacey Stockton,Financial Operations Leadership sphere,2013.04.01,5
Stacey Stockton,Frontline Help,2013.04.01,5
Manuel Romero,Liam Senior,2013.04.01,5
Manuel Romero,Liam Senior,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,UKRBB iPad Community,2013.04.01,5
Daniel Besser,Rod Martin,2013.04.01,5
Daniel Besser,Graham Snow,2013.04.01,5
Daniel Besser,Rod Martin,2013.04.01,5
Daniel Besser,Graham Snow,2013.04.01,5
Daniel Besser,MyZone Community,2013.04.01,5
Daniel Besser,MyDevice,2013.04.01,5
Daniel Besser,MyZone Community,2013.04.01,5
Michael Hughes,Daniel Besser,2013.04.01,5
Michael Hughes,Daniel Besser,2013.04.01,5
Michael Hughes,Peter Brazendale,2013.04.01,5
Liam Senior,MyZone Community,2013.04.01,5
Ian Nuttall,MyZone Community,2013.04.01,5
Graham Cox,MyZone Community,2013.04.01,5
Richard Orton,RBP,2013.04.01,5
Richard Orton,Customer Response Team,2013.04.01,5
Richard Orton,Retail Lending Services,2013.04.01,5
Richard Orton,Financial Operations Leadership sphere,2013.04.01,5
Richard Orton,Stacey Stockton,2013.04.01,5
Richard Orton,Stacey Stockton,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Elaine Oliver,KIT Community,2013.04.01,5
Elaine Oliver,toolkit,2013.04.01,5
Faye Forrester,Frontline Help,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,Getting to the 'Go-To' bank,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,2013.04.01,2013.04.01,5
Craig Hudson,NWUK Coaching Excellence,2013.04.01,5
Craig Hudson,2013.04.01,2013.04.01,5
Craig Hudson,link,2013.04.01,5
Joseph Cooksey,DigitalEagles,2013.04.01,5
Joseph Cooksey,Stacey Stockton,2013.04.01,5
Joseph Cooksey,work,2013.04.01,5
Joseph Cooksey,Stacey Stockton,2013.04.01,5
Neil Anthony Williams,DigitalEagles,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,work,2013.04.01,5
Lee Chawner,DigitalEagles,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Lee Chawner,UKRBB iPad Community,2013.04.01,5
Lee Chawner,KIT Community,2013.04.01,5
Lee Chawner,MyZone Community,2013.04.01,5
Gemma Barron,DigitalEagles,2013.04.01,5
Gemma Barron,MyZone Community,2013.04.01,5
Jenna Byrne,MySite Help,2013.04.01,5
Jenna Byrne,Andrew Tapsell,2013.04.01,5
Jenna Byrne,Andrew Tapsell,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Gemma Barron,Safina Usman,2013.04.01,5
Gemma Barron,Safina Usman,2013.04.01,5
Lindsey Watson,MyZone Community,2013.04.01,5
Dan Farrow,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,MyDevice,2013.04.01,5
yvonne Leather,MyZone Community,2013.04.01,5
Sharon Smith,Radbroke Hall Community,2013.04.01,5
Sharon Smith,Ben Parsons,2013.04.01,5
Sharon Smith,Ben Parsons,2013.04.01,5
S Ramprasad,MyZone Community,2013.04.01,5
S Ramprasad,Branch Out Community,2013.04.01,5
S Ramprasad,BranchOut,2013.04.01,5
S Ramprasad,UKRBB iPad Community,2013.04.01,5
S Ramprasad,Ramki Ramakrishnan,2013.04.01,5
S Ramprasad,MyZone Community,2013.04.01,5
S Ramprasad,Ramki Ramakrishnan,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,KIT Community,2013.04.01,5
Stacey Stockton,iPad Community,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,ThinkSmart,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Single Sign On,2013.04.01,5
Faye Forrester,link,2013.04.01,5
yvonne Leather,MyZone Community,2013.04.01,5
yvonne Leather,ThinkSmart,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,Frontline Help,2013.04.01,5
Faye Forrester,ThinkSmart,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,Faye Forrester,2013.04.01,5
Faye Forrester,link,2013.04.01,5
James Everitt,MyZone Community,2013.04.01,5
Richard Orton,RBP,2013.04.01,5
Richard Orton,Customer Response Team,2013.04.01,5
Richard Orton,Retail Lending Services,2013.04.01,5
Richard Orton,Financial Operations Leadership sphere,2013.04.01,5
Richard Orton,Frontline Help,2013.04.01,5
Richard Orton,MyZone Community,2013.04.01,5
Richard Orton,Stacey Stockton,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,Elizabeth Minker,2013.04.01,5
Stacey Stockton,Elizabeth Minker,2013.04.01,5
Aubrey Patmore,MyZone Community,2013.04.01,5
Stacey Stockton,Frontline Help,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
David Shepherd,KIT Community,2013.04.01,5
David Shepherd,MyZone Community,2013.04.01,5
David Shepherd,Frontline Help,2013.04.01,5
David Shepherd,Zambezi River Challenge,2013.04.01,5
David Shepherd,Cambs Area team,2013.04.01,5
David Shepherd,Matthew Hedley,2013.04.01,5
David Shepherd,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Richard Orton,RBP,2013.04.01,5
Richard Orton,Ben Parsons,2013.04.01,5
Richard Orton,Ben Parsons,2013.04.01,5
Ben Parsons,MyZone Community,2013.04.01,5
yvonne Leather,MyZone Community,2013.04.01,5
yvonne Leather,MyZone Community,2013.04.01,5
Sharon Smith,MyZone Community,2013.04.01,5
Sharon Smith,Stacey Stockton,2013.04.01,5
Sharon Smith,Stacey Stockton,2013.04.01,5
Rebecca Fitzgerald,Stacey Stockton,2013.04.01,5
Rebecca Fitzgerald,Stacey Stockton,2013.04.01,5
Rhiannon Atkinson,MyZone Community,2013.04.01,5
Faye Forrester,MyZone Community,2013.04.01,5
Faye Forrester,Jenny Price,2013.04.01,5
Faye Forrester,Jenny Price,2013.04.01,5
Stacey Stockton,MyZone Community,2013.04.01,5
Stacey Stockton,MyZone Community,2013.03.01,4
Sebastian Rose,MyZone Community,2013.03.01,4
James Stanton,North Wales Area,2013.03.01,4
James Stanton,David Shepherd,2013.03.01,4
James Stanton,MyZone Community,2013.03.01,4
James Stanton,Ashok Vaswani,2013.03.01,4
James Stanton,David Shepherd,2013.03.01,4
James Stanton,Ashok Vaswani,2013.03.01,4
Andrew Nelson,Brand Agents Community,2013.03.01,4
Andrew Nelson,David Shepherd,2013.03.01,4
Andrew Nelson,MyZone Community,2013.03.01,4
Andrew Nelson,Ashok Vaswani,2013.03.01,4
Andrew Nelson,David Shepherd,2013.03.01,4
Andrew Nelson,Ashok Vaswani,2013.03.01,4
Diane Massey,MyZone Community,2013.03.01,4
Diane Massey,Diane Massey,2013.03.01,4
Diane Massey,Diane Massey,2013.03.01,4
Diane Massey,Amrit Hira,2013.03.01,4
James Wood,MyZone Community,2013.03.01,4
Bart Stanczyk,MyZone Community,2013.03.01,4
Faye Forrester,MyZone Community,2013.03.01,4
Faye Forrester,ThinkSmart,2013.03.01,4
Faye Forrester,Faye Forrester,2013.03.01,4
Faye Forrester,ThinkSmart,2013.03.01,4
Richard Thomas,Central Clearly Business,2013.03.01,4
Richard Thomas,Northants and Bucks BB G2,2013.03.01,4
Richard Thomas,Chilterns Team,2013.03.01,4
Richard Thomas,Oxford Group 2,2013.03.01,4
Richard Thomas,Oxford Business Team,2013.03.01,4
Richard Thomas,Birmingham Working Together,2013.03.01,4
Richard Thomas,Black Country Group2,2013.03.01,4
Richard Thomas,WALSALL RELATIONSHIP BANKING,2013.03.01,4
Richard Thomas,Derby & Nottingham Barclays Business G2,2013.03.01,4
Richard Thomas,Central East Hub G1,2013.03.01,4
Richard Thomas,Group 1 Central South,2013.03.01,4
Richard Thomas,Harrow Relationship Banking Team,2013.03.01,4
David Shepherd,KIT Community,2013.03.01,4
David Shepherd,MyZone Community,2013.03.01,4
David Shepherd,Ashok Vaswani,2013.03.01,4
David Shepherd,Ashok Vaswani,2013.03.01,4
Catherine McHale,MyZone Community,2013.03.01,4
Natalie Farmer,Retail Lending Services,2013.03.01,4
Faye Forrester,MySite Help,2013.03.01,4
Faye Forrester,Faye Forrester,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,Faye Forrester,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,ThinkSmart,2013.03.01,4
Faye Forrester,Frontline Help,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,Faye Forrester,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,Frontline Help,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,Lee Chawner,2013.03.01,4
Faye Forrester,MyZone Community,2013.03.01,4
Faye Forrester,ThinkSmart,2013.03.01,4
Faye Forrester,Faye Forrester,2013.03.01,4
Faye Forrester,link,2013.03.01,4
Sharon Smith,MyZone Community,2013.03.01,4
Sharon Smith,UKRBB iPad Community,2013.03.01,4
Sharon Smith,Lee Chawner,2013.03.01,4
Sharon Smith,UKRBB iPad Community,2013.03.01,4
Sharon Smith,Lee Chawner,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone,2013.03.01,4
Lee Chawner,See this link,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,UKRBB iPad Community,2013.03.01,4
Gemma Hyde,Vishal Rami,2013.03.01,4
Gemma Hyde,Vishal Rami,2013.03.01,4
Gemma Hyde,Rachael Lord,2013.03.01,4
Gemma Hyde,Chris Gallant,2013.03.01,4
Sharon Brown,Barclays Homeowner Mobile App,2013.03.01,4
Sharon Brown,MyZone Community,2013.03.01,4
James Stanton,MyZone Community,2013.03.01,4
Huw Jones,Cornwall,2013.03.01,4
Huw Jones,Huw Jones,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Huw Jones,Huw Jones,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Gemma Hyde,Philip Vale,2013.03.01,4
Gemma Hyde,Philip Vale,2013.03.01,4
Gemma Hyde,Clare Brelsford,2013.03.01,4
Gemma Hyde,Potential Leaders Programme,2013.03.01,4
Gemma Hyde,Scott Amos,2013.03.01,4
Gemma Hyde,Scott Amos,2013.03.01,4
Gemma Hyde,Nicola Fleming,2013.03.01,4
Gemma Hyde,Helen Broadbent,2013.03.01,4
Gemma Hyde,Steve Dorey,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Steven Woolner,MyZone Community,2013.03.01,4
Gemma Hyde,Catherine McHale,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,Catherine McHale,2013.03.01,4
Gemma Hyde,Gemma Hyde,2013.03.01,4
Gemma Hyde,Charlotte Stone,2013.03.01,4
Gemma Hyde,Gemma Hyde,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,MyZone Community,2013.03.01,4
Gemma Hyde,Lesley Cappellaro,2013.03.01,4
Gemma Hyde,Lesley Cappellaro,2013.03.01,4
Gemma Hyde,Charlotte Stone,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,Charlotte Stone,2013.03.01,4
Gemma Hyde,Gemma Hyde,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Richard Thomas,Central Clearly Business,2013.03.01,4
James Everitt,BDM New Lending - Cardiff,2013.03.01,4
James Everitt,Barclays Homeowner Mobile App,2013.03.01,4
James Everitt,MyZone Community,2013.03.01,4
James Everitt,Gemma Hyde,2013.03.01,4
James Everitt,Customer Retentions,2013.03.01,4
Gemma Hyde,Barclays Homeowner Mobile App,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,Customer Retentions,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
James Everitt,Gemma Hyde,2013.03.01,4
James Everitt,MyZone Community,2013.03.01,4
James Everitt,Gemma Hyde,2013.03.01,4
James Everitt,Graham Snow,2013.03.01,4
James Everitt,David Shepherd,2013.03.01,4
James Everitt,Gemma Hyde,2013.03.01,4
Huw Jones,Cornwall Operations Specialist,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Huw Jones,C.A.T.C.H. CORNWALL AREA TECHNOLOGY CHAMPIONS,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Huw Jones,Graham Snow,2013.03.01,4
Ben Parsons,UKRBB iPad Community,2013.03.01,4
Ben Parsons,Graham Snow,2013.03.01,4
Ben Parsons,Graham Snow,2013.03.01,4
Matthew Lawrence,Romford Area All Colleague Sphere,2013.03.01,4
Graham Snow,MyZone Community,2013.03.01,4
Gemma Hyde,David Shepherd,2013.03.01,4
Gemma Hyde,MyZone Community,2013.03.01,4
Gemma Hyde,Graham Snow,2013.03.01,4
Gemma Hyde,David Shepherd,2013.03.01,4
Gemma Hyde,Gemma Hyde,2013.03.01,4
Gemma Hyde,Barclays Homeowner Mobile App,2013.03.01,4
Gemma Hyde,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Kimberly Savage,MyZone Community,2013.03.01,4
Mark Smith,MyZone Community,2013.03.01,4
Mark Smith,Graham Snow,2013.03.01,4
Mark Smith,Graham Snow,2013.03.01,4
Mark Smith,Ashley Beaumont,2013.03.01,4
Mark Smith,Mudasir Bashir Hamal,2013.03.01,4
Adam Smith,Barclays To You,2013.03.01,4
Adam Smith,MyZone Community,2013.03.01,4
Adam Smith,xpensit,2013.03.01,4
Adam Smith,Luton,2013.03.01,4
Emma Hunneyball,Northmids Limme Aide,2013.03.01,4
Emma Hunneyball,MyZone Community,2013.03.01,4
Emma Hunneyball,Steven Mitchell,2013.03.01,4
Emma Hunneyball,Leah Wilkinson,2013.03.01,4
Emma Hunneyball,Steven Mitchell,2013.03.01,4
Emma Hunneyball,Paul Titterton,2013.03.01,4
Emma Hunneyball,David Donovan,2013.03.01,4
Emma Hunneyball,Northmids Limme Aide,2013.03.01,4
Emma Hunneyball,MyZone Community,2013.03.01,4
Emma Hunneyball,Steven Mitchell,2013.03.01,4
Emma Hunneyball,lea,2013.03.01,4
Emma Hunneyball,Steven Mitchell,2013.03.01,4
Emma Hunneyball,Paul Titterton,2013.03.01,4
Emma Hunneyball,David Donovan,2013.03.01,4
Diane Massey,MyZone Community,2013.03.01,4
Gemma Hyde,Ashley Beaumont,2013.03.01,4
Gemma Hyde,Telephony,2013.03.01,4
Gemma Hyde,UKRBB iPad Community,2013.03.01,4
Gemma Hyde,KIT Community,2013.03.01,4
Gemma Hyde,Ashley Beaumont,2013.03.01,4
Liam Waters,MyZone Community,2013.03.01,4
Liam Waters,Susan Speke,2013.03.01,4
Liam Waters,Susan Speke,2013.03.01,4
Anthony Macey,NWA best practice,2013.03.01,4
Anthony Macey,ThinkSmart,2013.03.01,4
Anthony Macey,Sharon Smith,2013.03.01,4
Anthony Macey,Telephony,2013.03.01,4
Anthony Macey,UKRBB iPad Community,2013.03.01,4
Anthony Macey,KIT Community,2013.03.01,4
Anthony Macey,Mark Smith,2013.03.01,4
Anthony Macey,Sharon Smith,2013.03.01,4
Anthony Macey,Ashley Beaumont,2013.03.01,4
Mark Smith,ThinkSmart,2013.03.01,4
Mark Smith,Sharon Smith,2013.03.01,4
Mark Smith,Telephony,2013.03.01,4
Mark Smith,UKRBB iPad Community,2013.03.01,4
Mark Smith,KIT Community,2013.03.01,4
Mark Smith,Sharon Smith,2013.03.01,4
Mark Smith,Ashley Beaumont,2013.03.01,4
Sharon Smith,MyZone Community,2013.03.01,4
Sharon Smith,Telephony,2013.03.01,4
Sharon Smith,UKRBB iPad Community,2013.03.01,4
Sharon Smith,KIT Community,2013.03.01,4
Sharon Smith,Ashley Beaumont,2013.03.01,4
Emma Hunneyball,Northmids Limme Aide,2013.03.01,4
Emma Hunneyball,Marie Moore,2013.03.01,4
Emma Hunneyball,Telephony,2013.03.01,4
Emma Hunneyball,UKRBB iPad Community,2013.03.01,4
Emma Hunneyball,KIT Community,2013.03.01,4
Emma Hunneyball,Marie Moore,2013.03.01,4
Emma Hunneyball,Ashley Beaumont,2013.03.01,4
Nicola Hughes,Cardiff Area Team,2013.03.01,4
Nicola Hughes,Rachel Filer,2013.03.01,4
Nicola Hughes,South West & South Wales Region,2013.03.01,4
Nicola Hughes,Ashley Beaumont,2013.03.01,4
Nicola Hughes,Telephony,2013.03.01,4
Nicola Hughes,UKRBB iPad Community,2013.03.01,4
Nicola Hughes,KIT Community,2013.03.01,4
Nicola Hughes,Rachel Filer,2013.03.01,4
Nicola Hughes,Ashley Beaumont,2013.03.01,4
Nicola Hughes,Rachel Filer,2013.03.01,4
Nicola Hughes,South West & South Wales Region,2013.03.01,4
Nicola Hughes,Ashley Beaumont,2013.03.01,4
Nicola Hughes,Telephony,2013.03.01,4
Nicola Hughes,UKRBB iPad Community,2013.03.01,4
Nicola Hughes,KIT Community,2013.03.01,4
Nicola Hughes,Rachel Filer,2013.03.01,4
Nicola Hughes,Ashley Beaumont,2013.03.01,4
Rachel Filer,Cardiff Area Technology champions,2013.03.01,4
Rachel Filer,South West & South Wales Region,2013.03.01,4
Rachel Filer,Ashley Beaumont,2013.03.01,4
Rachel Filer,Telephony,2013.03.01,4
Rachel Filer,UKRBB iPad Community,2013.03.01,4
Rachel Filer,KIT Community,2013.03.01,4
Rachel Filer,Ashley Beaumont,2013.03.01,4
Ashley Beaumont,MyZone Community,2013.03.01,4
Ashley Beaumont,Telephony,2013.03.01,4
Ashley Beaumont,UKRBB iPad Community,2013.03.01,4
Ashley Beaumont,KIT Community,2013.03.01,4
Emma Hunneyball,Kimberley Matthews,2013.03.01,4
Emma Hunneyball,ThinkSmart,2013.03.01,4
Emma Hunneyball,MySite Help,2013.03.01,4
Emma Hunneyball,UKRBB iPad Community,2013.03.01,4
Emma Hunneyball,Northmids Limme Aide,2013.03.01,4
Emma Hunneyball,MyZone Community,2013.03.01,4
Emma Hunneyball,Kimberley Matthews,2013.03.01,4
Kevin Boyd,MyZone Community,2013.03.01,4
Robert Lord,KIT Community,2013.03.01,4
Robert Lord,Sharon Smith,2013.03.01,4
Robert Lord,Sharon Smith,2013.03.01,4
Sharon Smith,MyZone Community,2013.03.01,4
Roy Hammond,MyZone Community,2013.03.01,4
Roy Hammond,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Lee Chawner,MyZone Community,2013.03.01,4
Emma Hunneyball,MyZone Community,2013.03.01,4
Emma Hunneyball,Mayte Hough,2013.03.01,4
Emma Hunneyball,Mayte Hough,2013.03.01,4
Emma Hunneyball,Louise Davies,2013.03.01,4
Emma Hunneyball,Barnaby Davis,2013.03.01,4
Emma Hunneyball,Louise Davies,2013.03.01,4
Emma Hunneyball,UKRBB iPad Community,2013.03.01,4
Emma Hunneyball,Louise Davies,2013.03.01,4
Emma Hunneyball,Andrew Nelson,2013.03.01,4
Tracey Williams,MyZone Community,2013.03.01,4
Rachel Filer,MyZone Community,2013.03.01,4
Victoria Jolley,MyZone Community,2013.03.01,4
Darren Mann,MyZone Community,2013.02.01,3
Darren Mann,which I have now done,2013.02.01,3
Victoria Jolley,MyZone Community,2013.02.01,3
Victoria Jolley,MyZone Community,2013.02.01,3
Sharon Smith,KIT Community,2013.02.01,3
Sharon Smith,MyZone Community,2013.02.01,3
Sharon Smith,UKRBB iPad Community,2013.02.01,3
Sharon Smith,ThinkSmart,2013.02.01,3
Sharon Smith,Frontline Help,2013.02.01,3
Sharon Smith,Mark Smith,2013.02.01,3
Sharon Smith,Mark Smith,2013.02.01,3
Sharon Smith,Sharon Smith,2013.02.01,3
Sharon Smith,Mark Smith,2013.02.01,3
Sharon Smith,Mark Smith,2013.02.01,3
Sharon Smith,Mark Smith,2013.02.01,3
Helen Linsley,South West & South Wales Region,2013.02.01,3
Helen Linsley,Mark Smith,2013.02.01,3
Stacey Stockton,DigitalEagles,2013.07.01,3
Nicola Hughes,Cardiff Area Team,2013.02.01,3
Nicola Hughes,MyZone Community,2013.02.01,3
Nicola Hughes,Mark Smith,2013.02.01,3
Nicola Hughes,Mark Smith,2013.02.01,3
Nicola Hughes,Mark Smith,2013.02.01,3
Nicola Hughes,Mark Smith,2013.02.01,3
Richard Orton,RBP,2013.02.01,3
Richard Orton,Simon Davies,2013.02.01,3
Richard Orton,Simon Davies,2013.02.01,3
Rachel Filer,Nicola Hughes,2013.02.01,3
Rachel Filer,Nicola Hughes,2013.02.01,3
Rachel Filer,Simon Davies,2013.02.01,3
Simon Davies,MyZone Community,2013.02.01,3
Stephen Roles,MyZone Community,2013.02.01,3
